"V1";"V3";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161";"V162";"V163";"V164";"V165";"V166";"V167";"V168";"V169";"V170";"V171";"V172";"V173";"V174";"V175";"V176";"V177";"V178";"V179";"V180";"V181";"V183";"V184";"V185"
9990;5356;1999;2;1950;3;4;1;1;10;1;9;1;;8;1;2;2;2;;2;;1;2;1;2;1;2;2;;2;;2;;2;;0;0;0;0;0;0;0;0;1;8;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;9;1;3;2;2;;3;1;2;2;2;1;2;2;2;2;2;2;7;1;2;1;3;2;1;3;2;3;1;3;1;2;3;1;1;2;3;1;2;0;1;0;1;1;1;0;0;0;1;0;1;1;1;2;1;3;3;2;4;4;1;3;3;8;1;2;1;3;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;10;10;5;8;3;2;3;3;1;2;1;10;3;49;48;1;3;2;2;4;4;3;2;2;1;3;10;;"nej";2;1;2
9990;5356;1999;2;1952;1;2;1;3;5;1;11;1;;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;0;1;9;10;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;8;8;2;3;2;1;2;8;1;1;1;1;8;2;2;2;2;2;3;2;1;1;1;3;3;1;3;2;3;1;8;2;2;2;2;1;1;2;2;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;2;2;2;3;1;3;4;1;1;2;2;1;8;1;1;2;2;2;2;2;2;3;3;3;1;1;1;1;1;1;1;1;10;10;10;7;1;2;3;2;8;1;3;10;3;47;47;1;3;2;2;4;3;3;2;2;1;24;10;;"nej";2;4;2
9990;5356;1999;2;1939;1;2;1;2;6;4;10;2;;8;1;2;2;1;1;1;2;2;;1;2;2;;1;2;2;;2;;2;;0;0;1;0;1;0;0;0;1;5;8;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;1;1;2;1;2;4;1;1;8;1;1;1;2;2;2;2;2;7;8;1;1;3;2;1;2;2;2;1;2;2;3;8;2;1;2;1;8;1;1;1;0;1;0;1;0;1;0;0;0;1;1;1;8;2;3;3;2;5;2;1;1;2;1;1;1;1;1;2;2;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;88;88;88;1;1;1;3;1;20;2;1;10;3;60;59;1;5;3;2;5;5;3;3;2;1;27;9;;"nej";2;2;2
9990;5356;1999;1;1976;6;1;2;;5;6;;2;4;;2;1;2;2;;2;;2;;2;;2;;2;;2;;1;2;2;;0;0;1;0;1;0;0;0;1;8;9;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;;;;1;3;3;1;2;4;1;1;2;8;8;8;8;8;8;8;3;6;8;1;1;3;2;1;2;3;3;1;3;2;1;3;8;1;2;1;2;1;0;1;0;1;1;1;0;0;1;0;0;1;1;2;1;2;3;3;3;6;4;2;3;2;1;1;3;1;3;2;1;3;3;8;1;2;8;2;1;1;1;1;3;1;4;1;10;10;10;1;1;2;3;1;4;1;1;10;3;23;23;1;1;1;1;1;1;;8;3;1;6;10;;"nej";2;2;2
9990;5356;1999;2;1970;6;1;2;;9;6;;1;;3;2;1;2;1;1;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;1;0;1;8;9;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;;;;1;3;2;1;2;8;2;1;1;1;2;2;2;2;2;2;4;1;2;2;1;2;3;1;3;2;3;1;1;1;2;3;2;2;2;3;2;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;3;3;2;5;2;1;1;2;1;1;1;1;1;4;2;2;3;2;1;3;2;2;1;3;1;1;3;1;3;1;8;10;10;8;5;1;3;1;2;1;2;10;3;29;29;1;1;1;2;2;2;1;2;2;1;4;10;;"nej";2;4;2
9990;5356;1999;1;1964;1;2;1;2;7;1;9;1;;8;3;2;2;2;;2;;2;;1;1;2;;2;;2;;2;;2;;1;0;0;1;0;0;0;0;1;10;9;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;8;8;1;2;2;1;2;6;1;2;2;2;2;1;2;2;2;1;2;1;2;2;1;2;3;1;3;3;3;1;2;1;2;2;1;1;1;1;2;1;1;1;0;1;1;1;0;0;0;0;0;1;1;2;3;2;3;3;1;8;2;3;3;2;1;1;3;1;1;2;3;2;2;3;2;2;3;2;1;6;7;1;5;1;5;1;5;8;10;8;1;2;1;2;2;2;1;10;3;35;34;1;2;1;2;2;2;3;2;2;1;14;10;;"nej";2;3;2
9990;5356;1999;1;1953;1;2;2;;5;1;8;1;;8;2;2;2;2;;2;;2;;1;1;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;0;8;8;9;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;1;8;8;2;1;2;1;2;8;1;8;8;1;1;1;1;1;1;8;1;5;8;2;1;2;2;1;1;1;3;2;1;1;1;3;1;1;2;1;1;2;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;2;2;2;2;4;1;3;1;2;2;1;1;1;1;3;2;3;3;2;2;3;3;3;1;1;1;1;1;1;1;1;1;5;8;5;1;1;3;1;1;1;1;10;3;46;45;1;3;2;2;4;3;3;2;1;1;1;10;;"nej";2;4;2
9990;5356;1999;2;1940;1;2;1;4;2;2;8;2;6;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;1;0;1;0;0;0;1;2;5;10;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;10;10;2;3;3;1;2;6;1;2;2;1;1;2;2;2;2;1;1;5;1;1;1;3;2;1;1;2;3;1;1;2;3;1;1;1;2;2;3;1;1;0;0;1;0;1;0;1;0;0;1;8;2;2;2;2;3;3;1;5;1;3;3;3;8;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;3;1;6;1;2;10;3;59;58;1;4;3;2;5;5;3;1;1;1;30;9;;"nej";2;3;1
9990;5356;1999;1;1971;6;1;2;;5;1;6;1;;;3;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;0;0;0;1;0;1;3;9;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;7;5;2;2;1;1;2;4;1;8;1;1;1;1;2;2;1;2;1;3;8;1;1;2;3;2;2;2;3;2;2;2;2;1;1;1;2;3;2;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;2;2;1;3;1;4;1;4;3;2;8;1;8;1;3;3;3;3;2;2;2;3;3;2;1;1;3;1;1;3;1;1;5;9;9;6;1;1;3;2;8;1;2;10;3;28;27;1;1;1;2;2;2;;2;2;1;6;10;;"nej";2;2;1
9990;5356;1999;2;1960;1;2;1;3;7;1;10;2;10;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;1;1;0;0;0;1;8;7;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;8;9;8;1;2;1;2;8;1;1;2;1;1;1;2;2;2;8;2;2;2;2;1;3;1;1;2;2;2;1;1;1;1;3;2;1;2;1;2;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;3;2;2;3;1;6;1;2;1;2;1;1;2;1;1;2;2;2;3;2;1;3;2;2;1;1;1;1;1;1;1;1;4;10;10;8;1;1;2;1;3;1;3;10;3;39;38;1;2;2;2;3;3;3;3;2;1;12;10;;"nej";2;4;2
9990;5356;1999;2;1929;1;2;1;2;3;4;11;2;;7;3;2;1;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;5;5;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;8;1;2;1;2;8;1;8;8;8;8;8;8;8;8;8;3;2;2;2;1;3;2;1;2;1;3;1;1;2;1;2;1;2;8;8;2;1;1;1;0;1;0;1;1;0;0;0;0;1;1;1;8;8;3;3;1;5;1;4;1;2;3;1;1;1;1;2;2;3;3;2;1;4;2;4;1;1;1;1;1;1;1;1;5;5;5;2;5;3;1;2;88;2;3;10;3;70;70;1;6;3;2;6;6;2;8;2;1;28;9;;"nej";2;4;1
9990;5356;1999;2;1975;3;4;1;1;8;2;7;1;;7;3;1;2;2;;2;;2;;2;;2;;2;;2;;2;;2;;0;0;0;1;1;0;0;0;2;8;9;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;8;8;1;1;2;1;2;8;1;2;2;1;2;1;2;2;2;1;8;1;2;2;1;2;2;1;2;2;3;1;1;1;3;3;2;2;1;1;2;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;1;3;3;3;1;7;1;2;1;1;8;3;3;1;1;3;2;3;2;8;3;2;2;3;1;3;6;1;1;1;1;1;10;1;10;10;2;1;3;3;8;1;2;10;3;24;23;1;1;1;1;1;1;2;3;2;1;21;10;;"nej";2;4;2
9990;5356;1999;2;1924;1;2;1;2;5;4;10;2;;88;1;2;1;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;2;7;6;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;;;;1;1;2;1;2;4;1;2;2;2;1;1;2;2;2;2;1;6;1;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1;1;3;3;3;3;3;1;7;1;4;2;2;1;1;2;2;2;3;2;2;2;3;2;2;3;2;1;1;1;1;1;1;1;1;1;2;2;6;2;2;1;1;3;2;3;10;3;75;75;1;6;3;2;7;6;8;2;2;1;19;10;;"nej";2;2;2
9990;5356;1999;2;1950;3;4;1;2;4;4;9;1;;3;3;2;2;2;;2;;2;;2;;2;;2;;2;;2;;2;;1;1;0;1;0;0;0;1;2;4;6;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;;;;1;1;2;1;2;8;1;2;2;2;2;8;2;2;2;2;8;1;2;2;1;3;3;1;3;2;3;1;1;2;1;3;2;2;2;2;2;2;1;1;0;0;0;1;0;0;0;1;1;1;2;1;3;3;3;3;2;5;1;4;1;2;2;1;1;1;3;3;3;3;4;3;2;4;3;3;1;1;1;1;1;1;1;1;1;5;10;10;1;1;3;2;6;3;1;10;3;49;49;1;3;2;2;4;4;1;2;2;1;6;10;;"nej";2;4;2
9990;5356;1999;1;1942;1;2;1;1;3;1;7;1;;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;1;0;0;0;1;2;6;7;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;2;5;3;1;1;2;1;2;8;2;8;8;8;2;2;2;2;2;2;4;1;2;2;2;2;1;2;2;2;3;2;1;2;2;1;1;1;2;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;1;2;3;3;3;3;1;5;1;2;1;2;8;1;3;3;3;4;2;2;2;2;2;3;3;2;1;1;1;1;1;1;1;1;3;5;5;6;1;1;2;1;6;2;2;10;3;57;57;1;4;3;2;5;4;3;2;2;1;17;10;;"nej";2;4;2
9990;5356;1999;1;1945;1;2;1;2;3;1;5;1;;8;1;1;2;2;;2;;2;;1;2;2;;2;;2;;1;2;2;;0;0;0;0;0;0;0;0;1;8;9;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;9;9;1;3;2;1;2;7;1;2;2;8;1;2;2;2;2;2;2;8;1;1;1;3;3;2;2;3;3;2;8;2;2;2;2;1;2;1;2;1;0;1;0;1;1;1;0;0;0;1;0;1;2;1;3;3;3;3;2;7;1;4;1;2;1;1;2;1;1;2;3;2;3;3;2;3;3;1;1;1;2;1;1;1;1;1;6;6;6;7;1;1;2;2;8;1;1;10;3;54;53;1;4;2;2;5;4;3;3;2;1;26;10;;"nej";2;3;1
9990;5356;1999;2;1952;1;2;1;3;7;1;9;2;9;8;2;1;2;2;;1;1;2;;1;2;2;;1;2;2;;1;2;1;1;0;0;0;0;0;0;0;0;1;8;9;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;9;8;1;1;2;1;2;3;1;2;2;1;1;1;2;2;8;2;1;7;1;1;1;3;2;1;2;2;3;1;2;1;2;1;2;1;2;1;2;2;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;2;3;2;3;4;1;1;1;2;1;1;1;1;1;2;2;2;3;1;2;2;2;2;2;2;2;1;2;2;1;10;10;9;8;3;3;1;2;5;1;2;10;3;47;46;1;3;2;2;4;3;3;3;2;1;8;10;;"nej";2;1;2
9990;5356;1999;1;1947;1;2;1;3;3;3;1;1;;8;1;1;2;2;;2;;2;;2;;2;;2;;2;;1;1;2;;0;0;0;0;0;0;0;0;1;9;8;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;2;7;9;1;2;2;1;2;7;1;2;2;8;8;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;2;1;1;2;3;1;1;2;1;2;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;3;1;3;3;1;8;3;1;1;3;1;1;2;1;1;3;3;3;3;3;2;2;2;3;1;1;1;1;1;3;2;1;2;9;9;10;4;2;3;1;8;2;2;10;3;52;52;1;4;2;2;4;4;3;2;1;1;13;10;;"nej";2;3;2
9990;5356;1999;1;1956;1;2;1;4;9;1;9;1;;8;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;0;1;7;8;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;2;9;7;1;2;2;1;2;6;1;2;2;1;1;2;2;2;2;2;2;4;1;1;2;3;3;2;2;2;3;2;2;2;2;2;1;1;2;3;2;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1;2;1;2;3;1;6;4;2;1;1;8;1;2;1;1;3;3;2;2;3;2;3;3;2;3;5;4;2;3;3;4;2;4;5;5;5;2;1;3;1;8;2;1;10;3;43;42;1;3;2;2;3;3;3;2;3;1;2;10;;"nej";2;3;2
9990;5356;1999;1;1932;1;2;1;3;3;4;;2;;88;2;1;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;2;6;10;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;;;1;2;2;1;2;8;1;2;2;2;1;8;8;8;2;8;3;5;2;1;1;3;3;1;2;2;3;2;3;1;2;1;1;2;2;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;2;3;3;3;1;8;2;4;1;2;1;1;8;1;1;2;2;2;3;3;2;3;2;2;1;1;2;1;1;1;1;1;1;7;7;3;1;1;3;1;8;2;1;10;3;67;66;1;5;3;2;6;5;8;2;3;1;2;10;;"nej";2;4;2
9990;5356;1999;1;1944;1;2;1;2;3;1;6;1;;8;2;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;0;1;7;9;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;8;8;1;1;2;1;2;8;1;1;8;8;1;2;2;8;8;2;1;3;2;2;1;3;3;2;3;3;3;1;2;2;2;2;1;2;2;2;2;2;1;1;0;1;0;1;0;0;0;0;0;1;2;1;2;2;2;3;1;5;1;4;1;2;1;1;2;1;1;2;2;2;3;2;2;2;2;2;2;3;2;1;1;1;1;1;1;5;5;4;1;1;2;1;1;2;3;10;3;55;55;1;4;2;2;5;4;3;1;2;1;3;10;;"nej";2;4;2
9990;5356;1999;2;1966;1;2;1;1;8;1;10;2;10;8;3;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;0;0;0;0;0;1;8;8;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;2;8;8;8;3;1;2;;4;1;8;8;8;1;8;1;8;2;2;1;9;1;1;1;2;3;1;3;2;2;1;2;1;2;1;1;1;2;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;1;3;3;2;3;3;1;6;2;1;2;2;1;1;1;1;1;3;1;2;3;2;2;2;2;2;1;1;1;1;2;1;1;1;5;3;4;2;1;4;3;;1;3;1;11;3;33;33;1;2;1;2;2;2;3;2;2;1;30;9;;"nej";2;2;2
9990;5356;1999;2;1957;1;2;1;2;5;1;11;2;6;8;2;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;1;0;0;0;0;2;5;9;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;1;8;9;1;3;2;1;2;6;1;2;2;1;8;1;2;2;8;1;3;3;8;2;1;2;2;1;3;2;3;1;3;1;1;1;2;1;8;1;2;2;1;1;0;0;0;1;0;1;0;1;0;1;1;8;2;2;1;3;2;5;1;2;8;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;3;1;10;10;10;5;10;1;2;1;88;1;2;11;3;42;41;1;3;2;2;3;3;3;3;2;1;25;10;;"nej";2;3;1
9990;5356;1999;2;1981;6;1;2;;8;6;;2;10;88;3;2;2;2;;2;;2;;2;;2;;2;;2;;2;;2;;1;0;0;1;0;0;0;0;1;5;7;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;;;2;1;2;1;2;7;2;8;2;2;2;1;2;2;2;2;4;1;2;2;1;2;3;1;3;2;3;1;1;1;1;2;2;1;2;3;1;2;0;1;0;1;0;1;0;1;0;1;0;1;1;2;3;1;2;3;1;88;2;1;1;2;8;1;1;1;8;3;2;2;2;2;1;2;2;1;5;1;1;1;5;3;1;1;4;88;88;5;1;3;1;2;88;1;1;11;3;18;18;1;1;1;1;1;1;8;2;2;1;19;10;;"nej";2;3;1
9990;5356;1999;2;1931;1;2;2;;2;4;3;1;;;3;2;2;2;;2;;1;2;2;;;1;2;;2;;2;;2;;0;1;0;0;1;0;1;0;2;5;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;;;1;3;1;1;2;3;1;2;2;2;1;2;2;2;1;2;2;5;8;1;1;1;1;1;1;1;2;1;1;3;3;2;1;1;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;3;3;3;3;3;2;7;4;1;1;8;1;2;1;1;1;2;2;2;2;4;1;3;3;3;1;1;1;1;1;2;1;1;10;6;5;1;1;3;1;1;8;2;2;11;3;68;67;1;5;3;2;6;6;;2;2;1;20;10;;"nej";2;1;1
9990;5356;1999;1;1979;1;1;2;;7;1;8;1;;;2;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;1;0;0;1;0;8;9;5;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;10;88;1;1;3;1;7;5;1;8;1;1;1;1;1;1;1;1;2;10;1;8;1;2;3;2;1;1;3;1;2;1;3;1;1;1;1;3;3;1;1;0;0;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;1;9;1;2;1;2;1;3;1;1;3;3;1;1;2;1;2;1;3;2;6;5;3;2;1;2;6;5;5;7;5;6;1;1;3;1;6;1;1;11;3;20;20;1;1;1;1;1;1;;2;2;1;20;10;;"nej";2;2;1
9990;5356;1999;1;1980;6;1;2;;7;2;8;1;;;1;2;2;2;;2;;2;;2;;2;;2;;1;2;2;;2;;0;0;0;0;1;0;0;0;1;10;8;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;7;2;1;2;2;1;2;8;2;2;8;8;2;8;2;2;2;2;3;1;2;2;1;3;3;1;2;3;3;1;3;1;3;8;1;1;8;1;2;8;0;0;0;1;1;1;0;0;0;1;0;1;1;1;2;2;2;2;2;2;1;4;1;1;3;1;2;1;1;3;3;2;2;3;2;2;2;2;1;5;5;1;10;5;1;4;10;10;10;10;6;8;8;8;10;1;1;11;3;19;19;1;1;1;1;1;1;;2;2;1;1;10;;"nej";2;4;1
9990;5356;1999;1;1934;1;2;1;1;3;4;10;1;;8;1;1;2;2;;2;;1;2;2;;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;0;1;8;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;;1;1;2;1;2;8;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;3;2;2;3;3;2;2;2;3;3;2;1;2;1;2;1;1;0;0;1;0;1;0;0;0;1;1;1;2;3;3;3;3;3;1;7;1;2;1;1;1;1;1;1;1;2;3;3;3;3;2;4;3;2;1;1;1;1;1;1;5;1;10;10;10;5;1;1;3;2;7;3;4;11;3;65;64;1;5;3;2;6;5;3;3;2;1;29;9;;"nej";2;4;2
9990;5356;1999;1;1979;6;1;2;;6;1;6;1;;6;2;2;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;8;7;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;7;8;1;1;2;1;2;8;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;3;1;3;2;3;1;1;1;1;3;8;2;1;2;1;3;1;1;0;1;0;1;0;0;0;1;0;1;1;3;8;3;2;3;1;6;2;1;1;2;1;1;1;1;1;2;2;3;4;2;2;3;3;2;1;4;3;1;3;3;1;1;10;8;7;8;1;3;4;1;8;2;3;11;3;20;20;1;1;1;1;1;1;2;8;2;1;4;10;;"nej";2;4;2
9990;5356;1999;2;1935;5;5;1;3;4;4;10;1;;3;1;1;1;;;;;;;;;;;;;;;;;;;1;1;0;1;0;0;0;1;1;8;7;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;;;;1;1;2;1;2;3;1;2;2;1;1;1;1;1;2;1;1;8;1;1;1;3;3;2;3;2;3;1;1;2;2;1;1;1;2;2;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;3;3;3;3;3;1;6;1;2;2;2;1;1;2;1;2;1;3;1;1;2;2;3;3;1;1;1;1;1;1;1;1;1;1;10;6;10;1;1;3;1;8;3;2;11;3;64;64;1;5;3;2;6;5;1;1;2;1;11;10;;"nej";2;1;2
9990;5356;1999;1;1944;1;2;1;2;3;1;6;1;;8;2;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;0;2;10;9;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;10;10;1;2;2;1;2;4;1;2;2;1;1;2;2;2;2;2;2;6;2;1;1;3;3;1;1;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;5;1;4;2;2;2;1;3;1;1;2;3;4;3;4;3;4;4;3;1;1;1;1;1;1;4;1;5;10;10;10;1;3;1;1;1;3;2;11;3;55;55;1;4;2;2;5;4;3;2;2;1;4;10;;"nej";2;2;2
9990;5356;1999;1;1981;6;1;2;;10;6;;2;9;8;2;2;2;2;;2;;2;;2;;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;1;1;6;7;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;;;;2;1;2;1;2;8;8;8;8;8;8;8;8;8;8;2;3;1;2;2;1;3;2;1;3;2;3;1;3;2;2;3;1;1;2;8;2;1;1;0;0;1;0;1;1;0;0;0;1;1;1;2;3;3;3;3;1;6;1;4;1;2;1;1;1;1;3;3;3;2;3;2;2;2;2;2;1;1;4;1;1;2;1;1;8;8;5;8;1;1;2;2;8;2;3;11;3;18;18;1;1;1;1;1;1;3;8;2;1;3;10;;"nej";2;4;2
9990;5356;1999;1;1957;1;2;1;4;5;3;1;2;6;8;2;2;2;1;1;2;;2;;2;;2;;2;;2;;2;;1;1;0;0;0;0;0;0;0;0;1;8;7;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;7;7;1;3;2;1;2;8;1;1;2;8;1;2;2;2;2;2;8;3;8;2;1;2;3;1;2;2;3;2;1;2;2;1;1;1;2;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;1;2;2;2;2;3;2;4;2;1;1;3;1;1;3;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;3;2;1;1;5;8;6;6;1;2;3;2;5;1;1;11;3;42;41;1;3;2;2;3;3;3;2;2;1;7;10;;"nej";2;4;2
9990;5356;1999;2;1958;1;2;1;2;9;1;7;1;;8;1;1;1;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;2;10;9;1;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;2;8;8;2;3;8;1;2;8;2;2;2;2;2;8;2;2;2;2;3;1;2;1;1;2;3;1;3;1;3;1;1;1;1;1;1;1;2;1;1;2;1;1;0;1;0;1;0;0;0;1;0;8;8;1;3;3;1;3;1;88;2;4;1;2;1;1;1;1;1;3;2;2;2;1;2;3;3;3;1;1;1;1;1;5;1;1;5;5;5;10;1;1;2;1;88;2;2;11;3;41;41;1;3;2;2;3;3;3;2;3;1;30;9;;"nej";2;4;1
9990;5356;1999;2;1952;1;2;1;2;3;1;10;2;;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;1;2;5;5;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;9;8;1;2;2;1;2;6;1;2;1;8;1;2;2;2;2;2;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;3;2;3;1;1;0;0;0;1;1;0;0;1;0;1;1;1;3;3;3;3;1;5;1;4;1;2;8;1;8;1;1;2;2;2;3;2;1;3;2;3;3;2;2;1;1;1;1;1;5;5;5;3;1;1;2;2;8;2;1;10;3;47;46;1;3;2;2;4;3;3;2;2;1;29;9;;"nej";2;3;2
9990;5356;1999;2;1917;5;5;1;3;3;4;8;1;;3;2;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;1;0;1;0;0;0;1;1;10;10;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;8;2;8;1;2;4;1;1;8;1;1;2;2;1;8;2;1;10;1;2;1;3;3;1;3;1;8;1;3;1;1;1;1;1;2;2;2;1;1;1;0;0;0;1;1;0;1;0;0;1;1;3;3;3;3;3;1;8;1;2;1;2;1;1;1;1;8;1;3;3;3;3;1;4;3;3;1;1;1;1;1;1;1;1;1;6;6;6;1;1;2;1;8;3;3;10;3;82;82;1;7;3;2;8;7;1;1;2;1;27;9;;"nej";2;2;1
9990;5356;1999;1;1966;6;1;2;;9;1;10;1;;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;1;2;0;0;0;1;0;0;0;0;1;7;8;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;0;1;9;7;1;2;2;1;2;4;1;2;2;1;1;8;2;8;2;2;1;6;1;1;1;3;3;1;8;3;3;2;2;1;2;2;2;8;2;1;2;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;2;2;1;5;1;4;3;8;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;8;6;7;1;8;6;8;88;6;2;1;2;10;2;2;10;3;33;32;1;2;1;2;2;2;3;3;2;1;4;10;;"nej";2;2;2
