"V1";"V3";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161";"V162";"V163";"V164";"V165";"V166";"V167";"V168";"V169";"V170";"V171";"V172";"V173";"V174";"V175";"V176";"V177";"V178";"V179";"V180";"V181";"V183";"V184";"V185"
9990;829;1981;1;1932;1;11;1;3;10;1;8;1;;6;2;1;2;2;;2;;2;;1;1;2;;2;;2;;2;;2;;0;0;0;0;0;0;0;1;2;5;10;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;10;10;2;1;2;1;2;7;1;1;8;1;1;1;2;1;8;1;2;5;1;1;1;3;1;1;3;1;3;2;1;1;1;1;1;1;2;1;1;1;1;0;0;0;0;1;0;0;1;0;0;2;2;1;3;2;1;1;2;5;2;4;1;2;1;1;1;1;1;1;1;3;2;1;1;1;2;1;1;1;1;1;1;1;1;1;10;10;10;10;1;3;1;1;1;1;2;15;1;49;;1,36;3;2;2;6;5;2;2;3;;;;;;;3;2
9990;829;1981;2;1899;1;11;1;2;3;4;7;2;7;1;3;1;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;1;5;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;1;3;1;1;2;4;1;1;2;2;1;2;2;2;2;2;8;6;1;1;1;2;2;3;2;1;2;1;3;1;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;3;3;1;8;1;4;3;3;1;1;1;1;1;2;3;1;2;3;2;2;2;3;1;1;1;1;1;1;1;1;1;4;1;4;1;1;2;1;1;3;1;10;3;82;;1,3;7;3;2;10;9;1;2;2;;;;;;;2;1
9990;829;1981;2;1957;2;11;2;;6;2;11;2;1;2;2;2;2;2;;2;;2;;2;;2;;2;;2;;2;;1;1;0;0;0;1;0;0;0;0;1;7;9;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;2;7;7;2;1;2;1;2;4;1;2;2;2;1;2;2;2;1;2;2;3;2;1;2;3;3;2;3;2;3;2;2;2;3;2;8;1;2;1;2;2;1;0;0;1;0;1;0;0;0;0;0;1;1;1;3;2;3;3;2;6;1;4;1;1;1;1;2;1;1;2;2;2;3;2;1;2;3;2;1;3;2;1;1;2;1;1;2;2;2;5;1;3;2;2;8;1;2;10;3;24;;0,54;1;1;1;3;3;1;8;2;;;;;;;2;1
9990;829;1981;2;1952;2;11;2;;10;1;11;2;10;;1;2;2;2;;2;;2;;2;;2;;2;;2;;1;2;2;;;;;;;;;;8;8;9;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;8;3;6;8;3;2;1;2;7;8;2;2;8;8;2;8;8;8;8;3;1;2;2;2;1;3;1;3;2;3;1;2;2;2;3;2;8;8;1;8;3;0;1;0;1;1;1;0;0;0;0;0;1;1;2;8;8;8;8;8;;2;3;3;1;2;1;3;1;1;4;3;2;3;3;2;3;2;2;1;2;3;1;1;1;1;1;4;7;10;4;4;2;3;8;;3;2;10;3;29;;1,07;1;1;2;4;3;;3;2;;;;;;;3;2
9990;829;1981;2;1942;1;11;1;2;5;1;7;2;5;8;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;0;0;0;1;0;2;1;7;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;9;9;2;1;2;1;2;8;1;2;2;1;1;2;2;2;8;2;3;5;2;1;2;3;3;1;3;1;2;1;3;2;1;3;2;2;2;1;8;2;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;2;3;1;5;4;2;1;2;1;1;2;1;1;3;4;3;4;3;2;2;4;2;1;1;10;1;1;4;10;1;10;10;10;10;9;3;4;2;;2;2;15;1;39;;0,66;2;2;2;5;4;3;3;3;;;;;;;4;1
9990;829;1981;2;1932;1;11;1;2;10;2;11;2;6;7;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;1;0;0;0;0;1;8;7;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;10;1;1;1;1;1;2;8;1;8;8;1;1;2;2;1;2;2;3;4;2;2;1;2;3;2;3;2;3;2;1;2;1;2;1;1;2;1;2;2;1;1;0;0;0;1;0;0;0;0;0;2;1;1;2;3;3;3;2;5;2;1;1;1;3;3;2;1;1;3;3;3;4;3;2;3;3;3;1;1;1;1;2;3;1;1;5;8;8;5;1;3;1;2;;1;4;15;1;49;;1,21;3;2;2;6;5;2;2;2;;;;;;;4;2
9990;829;1981;1;1931;1;11;1;2;3;1;8;1;;3;3;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;1;0;0;0;1;2;5;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;10;5;1;2;2;1;2;7;1;2;2;2;1;1;2;2;2;2;1;7;2;1;2;3;1;1;1;1;3;1;1;1;2;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;1;0;1;2;2;3;3;3;3;3;2;7;3;4;2;2;2;1;2;1;1;3;3;3;2;2;2;2;3;2;1;1;1;1;1;1;1;1;1;1;5;1;1;1;2;3;;3;2;9;3;50;;1,19;4;2;2;6;6;1;2;2;;;;;;;3;1
9990;829;1981;2;1933;1;11;1;2;3;1;8;2;1;7;3;2;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;2;5;8;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;8;5;1;1;2;1;2;7;1;2;2;1;1;2;2;2;2;2;8;5;2;2;1;2;1;1;1;3;3;1;1;1;1;1;1;2;1;1;1;8;0;0;0;0;0;1;0;1;0;0;1;2;2;3;3;3;3;3;2;9;2;3;1;2;2;1;2;1;1;2;3;3;3;3;3;3;2;3;1;1;1;1;1;3;1;1;1;9;5;8;1;1;3;2;;3;4;9;3;48;;1,04;3;2;2;6;5;2;2;2;;;;;;;3;1
9990;829;1981;2;1900;1;11;1;4;3;4;8;2;8;1;3;2;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;2;9;9;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;;;;1;1;2;1;2;3;1;1;1;1;1;1;8;8;1;2;3;6;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;0;0;0;0;1;1;1;0;0;0;2;2;3;3;3;3;3;1;88;1;3;3;2;2;1;1;1;1;2;2;2;3;3;2;3;3;2;1;1;1;1;1;1;1;1;1;1;5;5;1;1;3;2;1;3;2;9;3;81;;1,3;7;3;2;10;9;1;2;1;;;;;;;1;1
9990;829;1981;1;1918;1;11;1;2;3;1;11;1;;4;3;2;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;2;7;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;8;10;1;1;2;1;2;4;1;1;8;1;1;8;2;1;1;2;1;5;1;1;1;2;2;2;2;2;3;2;2;2;2;1;1;1;2;8;2;1;0;1;0;0;0;1;0;0;0;0;1;1;1;3;3;3;3;3;1;9;1;3;1;2;1;1;1;1;2;2;2;2;3;3;1;3;2;2;1;1;3;1;1;2;1;1;1;5;4;1;1;1;3;1;8;2;2;9;3;63;;1,19;5;3;2;8;7;1;8;1;;;;;;;2;1
9990;829;1981;1;1943;1;11;1;2;8;1;8;1;;3;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;5;1;1;2;2;;8;2;2;2;2;2;2;2;2;2;2;4;1;2;2;1;1;1;1;3;2;3;2;1;2;2;2;1;2;2;1;2;1;1;0;0;0;0;1;0;0;0;0;0;2;2;3;3;3;3;3;1;5;2;1;1;1;1;2;2;1;1;4;4;2;4;4;2;3;3;2;1;1;1;1;1;2;1;1;1;5;5;10;1;1;3;3;;3;1;9;3;38;;1,24;2;2;2;5;4;1;2;2;;;;;;;4;2
9990;829;1981;1;1955;6;11;2;;10;1;11;1;;4;1;2;2;2;;2;;2;;1;1;2;;2;;2;;1;2;2;;;;;;;;;;8;10;8;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;2;5;7;2;3;2;1;2;8;2;2;8;2;2;2;2;2;8;2;3;1;2;2;2;3;3;1;3;2;3;1;2;2;2;2;2;1;1;1;2;3;0;0;0;0;0;1;0;0;0;1;0;1;1;8;2;2;2;2;1;3;4;2;3;2;2;1;2;1;1;3;4;3;3;2;2;3;2;2;1;1;5;1;10;5;5;1;9;10;10;10;1;1;2;2;;1;2;4;2;26;;1,11;1;1;2;3;3;1;3;3;;;;;;;4;2
9990;829;1981;1;1916;1;11;1;2;9;1;12;1;;4;3;2;1;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;8;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;8;8;8;3;1;2;5;8;8;8;8;1;8;2;8;8;2;8;88;1;1;1;2;3;1;3;2;3;1;1;1;1;1;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1;;;3;3;3;3;3;1;88;8;8;3;3;;;;;;2;3;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;10;1;5;1;3;8;1;;2;2;2;2;65;;1,34;5;3;2;8;7;1;1;8;;;;;;;2;2
9990;829;1981;1;1925;1;11;1;2;10;1;10;1;;8;1;1;2;2;;2;;2;;1;2;1;2;2;;2;;2;;2;;;;;;;;;;2;5;9;1;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;8;8;6;1;1;2;1;2;7;8;8;8;8;1;8;8;8;8;1;2;88;8;2;1;3;2;2;2;2;3;1;1;2;1;2;1;1;2;1;8;1;0;1;0;1;0;1;0;0;0;0;0;2;;1;8;3;3;3;1;7;1;2;3;2;1;3;2;1;3;3;3;3;;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;5;1;1;1;3;4;;1;3;5;2;56;;1,34;4;3;2;7;6;3;2;2;;;;;;;3;2
9990;829;1981;1;1947;3;11;1;1;8;1;6;1;;4;3;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;;;;;;;;;1;9;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;8;5;1;2;2;1;2;8;1;2;2;2;8;8;8;8;8;8;8;2;2;2;2;2;2;2;3;2;3;2;1;2;2;3;2;8;1;1;2;8;0;0;0;0;0;1;0;0;0;1;0;2;1;8;3;3;3;3;1;9;4;2;2;2;2;1;2;2;1;2;2;3;3;3;2;3;2;2;1;1;1;1;1;1;5;1;1;5;5;10;1;1;3;2;;1;3;5;2;34;;1,06;2;1;2;4;4;1;3;3;;;;;;;4;2
9990;829;1981;1;1949;6;11;2;;10;1;5;1;;4;3;2;2;2;;2;;2;;2;;2;;2;;2;;1;2;2;;0;0;0;0;0;0;0;0;2;9;10;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;10;10;1;3;2;1;2;8;8;2;2;2;2;2;2;2;2;2;8;1;2;1;2;3;1;1;3;1;3;1;1;1;1;3;1;1;2;1;2;2;0;1;0;1;0;1;0;0;0;0;0;1;1;2;8;3;3;3;1;5;4;2;1;2;3;1;2;1;1;4;1;3;4;4;1;4;4;3;1;1;10;1;1;1;5;1;1;10;6;10;10;1;3;4;;1;2;5;2;32;;1,06;2;1;2;4;4;1;2;3;;;;;;;4;2
9990;829;1981;2;1931;1;11;1;2;5;1;8;2;8;5;2;2;2;1;2;2;;2;;2;;2;;2;;2;;2;;2;;0;0;0;1;0;0;0;0;1;9;9;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;8;5;1;1;2;1;2;7;2;2;2;2;1;2;2;2;2;2;2;3;2;2;1;3;3;1;3;2;3;1;2;2;2;2;8;1;2;3;2;8;1;0;0;1;0;1;0;0;0;1;0;2;;8;3;1;3;3;8;5;8;8;1;2;3;1;;1;3;3;3;2;;3;2;3;2;2;1;1;1;1;1;1;6;1;5;8;5;;5;1;3;3;2;2;3;11;3;50;;1,3;4;2;2;6;6;1;8;8;;;;;;;3;1
9990;829;1981;2;1932;3;11;1;1;10;2;9;1;;1;3;2;2;2;;2;;2;;1;2;2;;2;;1;2;1;2;2;;;;;;;;;;8;5;8;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;9;8;2;3;8;1;1;2;1;1;1;1;1;1;;1;1;1;1;10;1;1;1;3;3;1;2;2;3;1;3;1;2;3;2;2;2;3;8;1;1;1;0;0;0;0;1;0;0;1;0;2;2;3;8;3;3;3;8;88;8;8;3;2;3;1;3;1;3;2;3;3;2;3;;;;2;2;5;5;1;5;1;1;2;5;1;1;1;1;1;3;2;;3;1;11;3;49;;1,04;3;2;2;6;5;1;2;8;;;;;;;1;2
9990;829;1981;1;1952;1;11;1;2;10;7;7;1;;6;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;1;0;0;1;0;0;0;0;2;10;5;1;1;0;1;0;0;0;1;0;0;1;1;0;1;1;0;;;;2;1;1;1;2;8;1;8;8;8;1;1;2;8;1;1;8;5;8;1;1;1;1;1;3;3;1;1;2;1;2;1;1;1;2;2;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;2;2;2;2;3;1;5;3;1;1;2;2;1;3;1;1;2;4;2;2;4;2;4;4;4;1;1;10;1;1;1;1;1;1;10;5;1;5;2;1;4;;2;2;12;3;29;;0,82;1;1;2;4;3;2;1;1;;;;;;;4;2
9990;829;1981;2;1963;6;11;2;;10;6;;2;1;;1;2;2;2;;2;;2;;2;;2;;2;;2;;2;;1;1;;;;;;;;;1;5;5;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;;;;2;2;2;1;2;6;8;2;2;2;8;8;2;2;8;2;3;88;2;1;1;3;3;1;3;2;3;1;1;1;1;2;2;1;1;1;2;1;0;1;0;1;1;0;0;0;0;0;0;1;1;2;2;2;8;8;8;4;2;4;1;2;;1;2;1;1;3;4;2;3;2;2;3;3;3;1;1;2;1;2;1;1;1;10;10;5;5;5;1;4;8;5;1;2;12;3;18;;0,54;1;1;1;3;2;;3;3;;;;;;;3;2
9990;829;1981;1;1950;6;11;2;;9;1;8;2;1;3;2;8;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;;;;;;;;;2;88;88;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;6;5;2;1;2;1;2;5;1;2;2;8;1;1;2;8;8;2;3;5;8;1;2;3;3;2;3;2;3;2;2;2;2;3;2;8;1;2;1;8;1;1;0;0;0;0;0;1;0;0;0;;;2;2;2;8;8;8;5;3;1;1;2;1;;2;1;;3;3;2;2;2;2;3;3;3;1;1;1;1;1;1;1;1;;10;5;5;;1;8;8;8;1;3;12;3;31;;1,24;2;1;2;4;4;1;2;1;;;;;;;2;2
9990;829;1981;2;1929;1;11;1;1;9;5;;2;10;6;2;1;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;1;7;9;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;;;;2;1;2;1;2;8;1;8;2;8;2;2;2;2;8;2;4;1;2;2;1;3;3;2;3;2;3;1;1;1;3;2;1;1;2;1;2;1;1;1;0;1;0;1;0;0;0;0;0;2;1;2;8;2;3;3;2;6;3;1;1;2;2;1;2;2;1;3;2;1;3;2;2;2;2;1;1;1;1;1;1;3;1;1;10;3;6;9;6;1;3;1;1;1;3;6;2;52;;1,26;4;2;2;6;6;2;2;1;;;;;;;4;2
9990;829;1981;1;1945;1;11;1;2;10;1;6;1;;4;2;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;1;0;0;0;0;2;5;9;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;10;8;1;2;2;1;1;8;8;2;2;8;2;2;2;2;2;2;4;1;2;2;1;3;3;1;3;3;2;1;2;1;1;3;1;2;2;3;2;1;0;0;0;1;0;0;1;1;0;0;0;1;1;3;3;3;3;3;1;;8;8;3;2;1;1;1;1;2;4;3;2;2;3;2;2;3;2;1;1;1;1;1;4;1;1;1;6;4;4;4;3;4;1;;1;4;6;2;36;;1,06;2;2;2;5;4;1;2;8;;;;;;;4;2
9990;829;1981;1;1930;1;11;1;2;10;1;6;1;;4;3;1;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;;;;;;;;;1;9;10;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;9;8;8;1;1;1;6;8;1;2;2;2;1;1;2;1;1;2;1;10;1;1;1;2;3;1;2;2;3;1;2;2;2;2;1;8;2;2;1;1;0;0;1;0;0;1;0;0;0;0;1;2;2;3;3;3;3;3;2;;1;4;1;2;2;3;1;1;2;4;4;3;4;4;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;8;8;8;;1;1;8;3;51;;1,19;4;2;2;6;6;1;1;2;;;;;;;4;2
9990;829;1981;1;1943;1;11;1;2;10;1;6;1;;6;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;8;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;9;8;1;2;2;1;2;8;2;2;2;2;2;2;2;2;2;2;4;1;2;2;1;2;1;1;3;1;3;1;1;2;2;1;1;1;2;3;1;1;1;1;0;1;0;0;0;0;0;0;0;2;1;1;3;1;1;3;1;7;2;1;2;1;1;1;1;1;2;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;5;9;5;7;1;1;3;1;;1;4;11;3;38;;1,24;2;2;2;5;4;2;2;2;;;;;;;4;2
9990;829;1981;1;1947;1;11;1;1;10;1;10;1;;7;1;2;2;2;;2;;2;;2;;2;;2;;2;;1;2;2;;;;;;;;;;1;6;8;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;9;8;2;3;2;1;2;6;8;2;2;2;1;2;2;2;2;2;8;3;2;8;1;2;2;1;3;1;3;1;2;1;3;2;1;1;2;3;2;2;1;0;0;1;1;0;0;0;0;0;0;2;2;3;3;2;3;3;8;6;1;4;;2;1;1;1;1;2;3;1;3;3;3;1;3;3;2;1;1;5;1;1;1;1;1;5;1;5;8;1;1;3;3;;1;3;11;3;34;;1,24;2;1;2;4;4;2;2;2;;;;;;;3;2
9990;829;1981;2;1910;1;11;1;5;3;4;12;1;;1;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;88;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;2;8;8;1;2;6;8;8;8;8;2;2;2;2;2;2;3;88;2;2;1;2;2;1;3;2;3;2;2;2;2;1;1;1;2;3;8;2;1;0;0;1;0;0;1;0;0;0;0;;;3;3;3;3;3;8;3;8;8;3;2;3;;;1;;2;2;3;2;3;1;2;4;2;1;1;1;1;1;1;1;;3;6;6;5;1;1;2;2;;2;3;11;3;71;;1,3;6;3;2;8;8;1;2;8;;;;;;;3;1
9990;829;1981;1;1912;1;11;1;6;3;4;1;1;;1;2;2;1;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;8;8;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;8;8;2;8;8;1;2;2;2;2;2;3;2;2;1;1;2;2;1;2;2;3;1;2;2;2;1;1;1;2;3;2;2;1;0;1;0;0;0;1;0;0;0;0;1;1;1;3;3;3;3;8;8;1;4;2;2;3;;1;1;;2;3;3;2;3;1;3;3;2;1;1;1;1;1;1;1;1;5;8;5;1;1;1;3;2;;2;3;11;3;69;;1,19;5;3;2;8;7;1;2;2;;;;;;;4;1
9990;829;1981;1;1912;1;11;1;6;3;4;8;1;;1;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;88;5;;;;;;;;;;;;;;;;1;;;;8;8;8;1;2;4;1;1;2;8;1;8;2;2;8;2;1;88;1;1;1;3;3;1;1;2;2;1;3;2;3;1;1;8;2;2;2;1;0;0;0;1;0;0;1;0;0;0;1;2;2;3;3;1;3;3;1;2;4;3;1;2;2;1;1;1;1;2;4;1;3;1;1;4;3;1;1;1;1;1;1;1;1;1;1;1;9;7;;1;3;1;1;3;1;6;2;69;;1,34;5;3;2;8;7;1;1;2;;;;;;;2;1
9990;829;1981;2;1951;1;11;1;1;10;5;6;2;1;1;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;1;0;0;0;0;1;10;8;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;0;;;;1;8;2;1;2;8;1;2;2;1;1;8;2;8;2;1;1;5;1;1;1;3;3;2;3;3;3;1;1;3;3;1;1;8;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;8;8;2;3;3;2;4;3;8;1;2;2;1;2;1;1;2;4;1;;;1;4;2;1;1;1;1;1;1;1;5;1;;1;10;;3;8;8;2;;2;1;6;2;30;;1,1;2;1;2;4;4;1;2;8;;;;;;;4;2
9990;829;1981;2;1928;1;11;1;1;3;2;8;2;8;3;2;1;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;1;0;2;5;8;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;8;5;88;2;2;2;1;2;8;1;1;8;8;1;2;2;2;8;2;1;5;8;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;3;3;1;5;3;8;1;2;1;3;1;1;1;2;3;3;3;2;1;3;3;3;1;1;1;1;1;1;1;;;10;1;1;1;2;1;2;1;1;1;6;2;53;;1,26;4;2;2;6;6;1;2;8;;;;;;;4;1
9990;829;1981;2;1908;5;11;1;4;3;4;6;1;;1;2;2;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;2;1;8;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;;;;1;1;8;1;3;8;1;2;8;8;8;2;2;2;8;2;3;1;2;2;1;3;2;1;2;2;3;1;2;1;2;2;1;1;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;2;2;1;3;3;3;3;1;5;3;4;;2;;1;1;1;1;3;4;2;3;2;2;3;2;3;1;1;1;1;1;1;1;1;10;1;;10;10;2;3;1;;3;2;6;2;73;;1,26;6;3;2;9;8;1;2;2;;;;;;;4;1
9990;829;1981;1;1911;1;11;1;4;7;4;8;1;;3;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;10;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;;;2;8;8;1;2;5;1;1;1;8;1;8;2;8;1;8;8;88;8;8;1;3;3;2;2;2;3;2;2;2;2;1;1;1;2;8;8;1;1;1;0;1;0;0;0;0;0;0;0;2;2;1;3;3;3;3;1;6;8;8;;1;;;1;1;1;1;3;2;2;2;1;4;3;2;1;1;1;1;1;1;1;1;1;1;6;1;1;1;2;1;19;3;8;6;2;70;;1,34;6;3;2;8;8;1;8;8;;;;;;;2;2
9990;829;1981;1;1935;5;11;1;1;10;1;11;1;;;1;2;2;2;;2;;2;;2;;2;;2;;2;;1;2;2;;;;;;;;;;2;10;8;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;5;5;1;1;8;1;2;5;1;8;8;1;1;1;2;2;2;2;1;88;1;1;1;3;2;1;3;2;3;1;1;1;1;2;2;8;2;1;1;1;1;0;0;1;0;1;0;0;0;0;0;2;;3;3;3;3;3;1;5;1;2;1;2;2;1;2;1;3;2;2;2;3;3;2;3;3;2;1;1;1;1;1;1;1;1;1;1;10;10;1;1;3;1;;2;1;6;2;46;;1,51;3;2;2;6;5;;3;2;;;;;;;2;2
9990;829;1981;1;1958;6;11;2;;10;1;9;2;10;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;88;10;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;10;88;2;3;2;1;2;8;3;2;2;2;8;8;8;8;8;8;8;88;8;2;1;2;2;1;3;3;2;1;2;1;1;3;8;8;1;1;8;1;1;1;0;1;0;1;0;0;0;0;0;1;1;3;8;1;8;8;1;;2;1;1;2;1;1;2;3;1;4;4;2;3;3;3;2;3;2;1;1;1;1;3;1;1;1;10;10;10;5;1;2;3;1;88;1;4;1;1;23;;0,37;1;1;1;3;3;;8;2;;;;;;;4;2
9990;829;1981;2;1959;1;11;1;1;2;5;8;2;7;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;88;10;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;2;8;1;1;2;4;1;8;1;8;1;8;2;;1;8;2;7;1;1;2;3;3;1;3;1;3;1;1;2;2;3;8;2;2;1;1;2;1;1;0;0;0;1;0;0;0;0;0;;1;1;1;1;8;3;2;88;2;4;1;2;2;3;3;3;1;3;3;4;4;;;3;;3;1;5;4;1;2;6;7;;10;5;5;10;8;1;3;1;;1;2;1;1;22;;0,51;1;1;1;3;3;1;8;3;;;;;;;2;1
9990;829;1981;2;1955;2;11;1;1;10;2;8;1;;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;9;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;3;7;5;2;2;2;1;2;8;2;2;2;2;2;2;2;2;2;2;4;1;2;2;2;;3;1;3;1;3;1;1;1;1;3;2;2;1;1;2;8;0;1;0;1;0;1;0;0;0;0;0;;;1;1;2;8;8;2;2;2;4;1;1;2;1;2;1;1;4;4;2;4;;;3;3;2;;6;1;1;10;7;7;1;10;10;10;10;10;5;4;3;;2;2;1;1;26;;0,93;1;1;2;3;3;1;3;3;;;;;;;4;2
9990;829;1981;2;1953;6;11;1;1;4;1;8;1;;4;2;2;2;2;;2;;2;;1;2;2;;2;;2;;2;;2;;0;0;0;1;0;0;0;0;1;7;10;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;2;7;4;1;1;2;1;2;8;1;8;;2;1;2;2;2;2;2;3;1;2;2;1;2;2;1;1;2;3;1;1;2;2;2;2;8;2;1;1;2;1;1;0;0;0;1;0;0;0;1;0;1;1;1;2;1;1;2;1;88;2;4;1;2;2;1;3;1;1;3;2;2;3;2;2;3;;3;1;1;8;1;5;6;1;1;10;9;10;10;1;2;3;2;;1;3;1;1;28;;0,93;1;1;2;4;3;1;3;3;;;;;;;4;1
